Flow 1 at time 0.200001 s: 1.44432 Mbps
Flow 2 at time 0.200001 s: 1.44432 Mbps
Flow 3 at time 0.200001 s: 4.68432 Mbps
Flow 1 at time 0.400001 s: 9.18 Mbps
Flow 2 at time 0.400001 s: 8.1 Mbps
Flow 3 at time 0.400001 s: 134.52 Mbps
Flow 1 at time 0.600001 s: 10.68 Mbps
Flow 2 at time 0.600001 s: 9.48 Mbps
Flow 3 at time 0.600001 s: 156.48 Mbps
Flow 1 at time 0.800001 s: 7.02 Mbps
Flow 2 at time 0.800001 s: 6.54 Mbps
Flow 3 at time 0.800001 s: 159.3 Mbps
Flow 1 at time 1 s: 7.44 Mbps
Flow 2 at time 1 s: 7.62 Mbps
Flow 3 at time 1 s: 162.06 Mbps
Flow 1 at time 1.2 s: 8.1 Mbps
Flow 2 at time 1.2 s: 7.02 Mbps
Flow 3 at time 1.2 s: 164.76 Mbps
Flow 1 at time 1.4 s: 8.46 Mbps
Flow 2 at time 1.4 s: 6.66 Mbps
Flow 3 at time 1.4 s: 167.7 Mbps
Flow 1 at time 1.6 s: 8.34 Mbps
Flow 2 at time 1.6 s: 6.78 Mbps
Flow 3 at time 1.6 s: 170.7 Mbps
Flow 1 at time 1.8 s: 7.86 Mbps
Flow 2 at time 1.8 s: 7.26 Mbps
Flow 3 at time 1.8 s: 173.4 Mbps
Flow 1 at time 2 s: 7.74 Mbps
Flow 2 at time 2 s: 7.26 Mbps
Flow 3 at time 2 s: 175.98 Mbps
Flow 1 at time 2.2 s: 7.44 Mbps
Flow 2 at time 2.2 s: 9.24 Mbps
Flow 3 at time 2.2 s: 178.44 Mbps
Flow 1 at time 2.4 s: 5.82 Mbps
Flow 2 at time 2.4 s: 9.18 Mbps
Flow 3 at time 2.4 s: 180.84 Mbps
Flow 1 at time 2.6 s: 8.34 Mbps
Flow 2 at time 2.6 s: 4.32 Mbps
Flow 3 at time 2.6 s: 183.36 Mbps
Flow 1 at time 2.8 s: 9.42 Mbps
Flow 2 at time 2.8 s: 5.7 Mbps
Flow 3 at time 2.8 s: 185.88 Mbps
Flow 1 at time 3 s: 10.14 Mbps
Flow 2 at time 3 s: 5.1 Mbps
Flow 3 at time 3 s: 188.58 Mbps
Flow 1 at time 3.2 s: 9.9 Mbps
Flow 2 at time 3.2 s: 5.1 Mbps
Flow 3 at time 3.2 s: 191.04 Mbps
Flow 1 at time 3.4 s: 8.94 Mbps
Flow 2 at time 3.4 s: 6.18 Mbps
Flow 3 at time 3.4 s: 193.68 Mbps
Flow 1 at time 3.6 s: 9.66 Mbps
Flow 2 at time 3.6 s: 5.46 Mbps
Flow 3 at time 3.6 s: 196.5 Mbps
Flow 1 at time 3.8 s: 9.18 Mbps
Flow 2 at time 3.8 s: 5.82 Mbps
Flow 3 at time 3.8 s: 199.26 Mbps
Flow 1 at time 4 s: 9.42 Mbps
Flow 2 at time 4 s: 5.7 Mbps
Flow 3 at time 4 s: 201.84 Mbps
Flow 1 at time 4.2 s: 9.9 Mbps
Flow 2 at time 4.2 s: 6.6 Mbps
Flow 3 at time 4.2 s: 204.78 Mbps
Flow 1 at time 4.4 s: 9.18 Mbps
Flow 2 at time 4.4 s: 5.82 Mbps
Flow 3 at time 4.4 s: 207.66 Mbps
Flow 1 at time 4.6 s: 8.58 Mbps
Flow 2 at time 4.6 s: 6.54 Mbps
Flow 3 at time 4.6 s: 210.54 Mbps
Flow 1 at time 4.8 s: 9.84 Mbps
Flow 2 at time 4.8 s: 4.08 Mbps
Flow 3 at time 4.8 s: 213.36 Mbps
Flow 1 at time 5 s: 10.86 Mbps
Flow 2 at time 5 s: 3.42 Mbps
Flow 3 at time 5 s: 216.3 Mbps
Flow 1 at time 5.2 s: 11.58 Mbps
Flow 2 at time 5.2 s: 3.54 Mbps
Flow 3 at time 5.2 s: 218.76 Mbps
Flow 1 at time 5.4 s: 11.46 Mbps
Flow 2 at time 5.4 s: 3.66 Mbps
Flow 3 at time 5.4 s: 220.92 Mbps
Flow 1 at time 5.6 s: 11.34 Mbps
Flow 2 at time 5.6 s: 3.78 Mbps
Flow 3 at time 5.6 s: 223.26 Mbps
Flow 1 at time 5.8 s: 11.46 Mbps
Flow 2 at time 5.8 s: 3.66 Mbps
Flow 3 at time 5.8 s: 225.6 Mbps
Flow 1 at time 6 s: 11.58 Mbps
Flow 2 at time 6 s: 3.42 Mbps
Flow 3 at time 6 s: 227.88 Mbps
Flow 1 at time 6.2 s: 10.5 Mbps
Flow 2 at time 6.2 s: 5.1 Mbps
Flow 3 at time 6.2 s: 230.28 Mbps
Flow 1 at time 6.4 s: 9.9 Mbps
Flow 2 at time 6.4 s: 5.22 Mbps
Flow 3 at time 6.4 s: 232.68 Mbps
Flow 1 at time 6.6 s: 10.86 Mbps
Flow 2 at time 6.6 s: 4.26 Mbps
Flow 3 at time 6.6 s: 235.08 Mbps
Flow 1 at time 6.8 s: 11.22 Mbps
Flow 2 at time 6.8 s: 3.78 Mbps
Flow 3 at time 6.8 s: 237.48 Mbps
Flow 1 at time 7 s: 9.6 Mbps
Flow 2 at time 7 s: 5.58 Mbps
Flow 3 at time 7 s: 240.12 Mbps
Flow 1 at time 7.2 s: 10.14 Mbps
Flow 2 at time 7.2 s: 4.8 Mbps
Flow 3 at time 7.2 s: 242.58 Mbps
Flow 1 at time 7.4 s: 11.46 Mbps
Flow 2 at time 7.4 s: 3.66 Mbps
Flow 3 at time 7.4 s: 245.04 Mbps
Flow 1 at time 7.6 s: 10.86 Mbps
Flow 2 at time 7.6 s: 2.7 Mbps
Flow 3 at time 7.6 s: 247.56 Mbps
Flow 1 at time 7.8 s: 12.42 Mbps
Flow 2 at time 7.8 s: 2.7 Mbps
Flow 3 at time 7.8 s: 250.2 Mbps
Flow 1 at time 8 s: 12.18 Mbps
Flow 2 at time 8 s: 2.94 Mbps
Flow 3 at time 8 s: 252.78 Mbps
Flow 1 at time 8.2 s: 11.76 Mbps
Flow 2 at time 8.2 s: 3.9 Mbps
Flow 3 at time 8.2 s: 255 Mbps
Flow 1 at time 8.4 s: 11.58 Mbps
Flow 2 at time 8.4 s: 3.54 Mbps
Flow 3 at time 8.4 s: 256.26 Mbps
Flow 1 at time 8.6 s: 12.3 Mbps
Flow 2 at time 8.6 s: 2.64 Mbps
Flow 3 at time 8.6 s: 258.96 Mbps
Flow 1 at time 8.8 s: 10.98 Mbps
Flow 2 at time 8.8 s: 4.26 Mbps
Flow 3 at time 8.8 s: 261.78 Mbps
Flow 1 at time 9 s: 10.92 Mbps
Flow 2 at time 9 s: 4.02 Mbps
Flow 3 at time 9 s: 264.36 Mbps
Flow 1 at time 9.2 s: 12.3 Mbps
Flow 2 at time 9.2 s: 2.82 Mbps
Flow 3 at time 9.2 s: 267.3 Mbps
Flow 1 at time 9.4 s: 10.38 Mbps
Flow 2 at time 9.4 s: 4.38 Mbps
Flow 3 at time 9.4 s: 269.88 Mbps
Flow 1 at time 9.6 s: 7.44 Mbps
Flow 2 at time 9.6 s: 3.3 Mbps
Flow 3 at time 9.6 s: 272.82 Mbps
Flow 1 at time 9.8 s: 11.34 Mbps
Flow 2 at time 9.8 s: 3.84 Mbps
Flow 3 at time 9.8 s: 275.7 Mbps
Flow 1 at time 10 s: 11.16 Mbps
Flow 2 at time 10 s: 3.9 Mbps
Flow 3 at time 10 s: 278.7 Mbps
Flow 1 at time 10.2 s: 11.34 Mbps
Flow 2 at time 10.2 s: 3.96 Mbps
Flow 3 at time 10.2 s: 281.46 Mbps
Flow 1 at time 10.4 s: 10.92 Mbps
Flow 2 at time 10.4 s: 4.14 Mbps
Flow 3 at time 10.4 s: 284.28 Mbps
Flow 1 at time 10.6 s: 10.74 Mbps
Flow 2 at time 10.6 s: 4.44 Mbps
Flow 3 at time 10.6 s: 287.34 Mbps
Flow 1 at time 10.8 s: 10.74 Mbps
Flow 2 at time 10.8 s: 4.38 Mbps
Flow 3 at time 10.8 s: 289.5 Mbps
Flow 1 at time 11 s: 11.16 Mbps
Flow 2 at time 11 s: 4.02 Mbps
Flow 3 at time 11 s: 291.42 Mbps
Flow 1 at time 11.2 s: 10.26 Mbps
Flow 2 at time 11.2 s: 4.74 Mbps
Flow 3 at time 11.2 s: 293.52 Mbps
Flow 1 at time 11.4 s: 10.38 Mbps
Flow 2 at time 11.4 s: 4.92 Mbps
Flow 3 at time 11.4 s: 295.5 Mbps
Flow 1 at time 11.6 s: 10.86 Mbps
Flow 2 at time 11.6 s: 4.14 Mbps
Flow 3 at time 11.6 s: 298.56 Mbps
Flow 1 at time 11.8 s: 9.96 Mbps
Flow 2 at time 11.8 s: 5.22 Mbps
Flow 3 at time 11.8 s: 301.14 Mbps
Flow 1 at time 12 s: 10.5 Mbps
Flow 2 at time 12 s: 4.62 Mbps
Flow 3 at time 12 s: 303.24 Mbps
Flow 1 at time 12.2 s: 10.86 Mbps
Flow 2 at time 12.2 s: 4.14 Mbps
Flow 3 at time 12.2 s: 305.46 Mbps
Flow 1 at time 12.4 s: 9.42 Mbps
Flow 2 at time 12.4 s: 5.82 Mbps
Flow 3 at time 12.4 s: 307.44 Mbps
Flow 1 at time 12.6 s: 10.26 Mbps
Flow 2 at time 12.6 s: 4.92 Mbps
Flow 3 at time 12.6 s: 309.54 Mbps
Flow 1 at time 12.8 s: 10.26 Mbps
Flow 2 at time 12.8 s: 4.74 Mbps
Flow 3 at time 12.8 s: 311.76 Mbps
Flow 1 at time 13 s: 10.5 Mbps
Flow 2 at time 13 s: 4.56 Mbps
Flow 3 at time 13 s: 313.98 Mbps
Flow 1 at time 13.2 s: 10.14 Mbps
Flow 2 at time 13.2 s: 6.18 Mbps
Flow 3 at time 13.2 s: 316.08 Mbps
Flow 1 at time 13.4 s: 8.1 Mbps
Flow 2 at time 13.4 s: 7.02 Mbps
Flow 3 at time 13.4 s: 318.36 Mbps
Flow 1 at time 13.6 s: 5.88 Mbps
Flow 2 at time 13.6 s: 7.5 Mbps
