Flow 1 at time 0.200001 s: 1.44432 Mbps
Flow 2 at time 0.200001 s: 1.26432 Mbps
Flow 3 at time 0.200001 s: 1.08432 Mbps
Flow 1 at time 0.400001 s: 7.02 Mbps
Flow 2 at time 0.400001 s: 6.3 Mbps
Flow 3 at time 0.400001 s: 6.48 Mbps
Flow 1 at time 0.600001 s: 6.54 Mbps
Flow 2 at time 0.600001 s: 5.58 Mbps
Flow 3 at time 0.600001 s: 5.1 Mbps
Flow 1 at time 0.800001 s: 5.22 Mbps
Flow 2 at time 0.800001 s: 4.68 Mbps
Flow 3 at time 0.800001 s: 5.16 Mbps
Flow 1 at time 1 s: 6.24 Mbps
Flow 2 at time 1 s: 4.62 Mbps
Flow 3 at time 1 s: 4.26 Mbps
Flow 1 at time 1.2 s: 5.34 Mbps
Flow 2 at time 1.2 s: 5.28 Mbps
Flow 3 at time 1.2 s: 4.5 Mbps
Flow 1 at time 1.4 s: 5.34 Mbps
Flow 2 at time 1.4 s: 4.62 Mbps
Flow 3 at time 1.4 s: 5.4 Mbps
Flow 1 at time 1.6 s: 5.58 Mbps
Flow 2 at time 1.6 s: 4.74 Mbps
Flow 3 at time 1.6 s: 4.68 Mbps
Flow 1 at time 1.8 s: 5.46 Mbps
Flow 2 at time 1.8 s: 4.86 Mbps
Flow 3 at time 1.8 s: 4.98 Mbps
Flow 1 at time 2 s: 5.58 Mbps
Flow 2 at time 2 s: 4.8 Mbps
Flow 3 at time 2 s: 4.5 Mbps
Flow 1 at time 2.2 s: 5.28 Mbps
Flow 2 at time 2.2 s: 3.78 Mbps
Flow 3 at time 2.2 s: 8.52 Mbps
Flow 1 at time 2.4 s: 4.08 Mbps
Flow 2 at time 2.4 s: 3.66 Mbps
Flow 3 at time 2.4 s: 6 Mbps
Flow 1 at time 2.6 s: 4.68 Mbps
Flow 2 at time 2.6 s: 3.9 Mbps
Flow 3 at time 2.6 s: 6.72 Mbps
Flow 1 at time 2.8 s: 4.5 Mbps
Flow 2 at time 2.8 s: 4.08 Mbps
Flow 3 at time 2.8 s: 6.54 Mbps
Flow 1 at time 3 s: 4.8 Mbps
Flow 2 at time 3 s: 4.38 Mbps
Flow 3 at time 3 s: 6.06 Mbps
Flow 1 at time 3.2 s: 4.62 Mbps
